date,type,category,keyword,value
2021-03-15,daily,Sports,T20 World Cup,0.694980983426605
2021-03-15,daily,Health,Omicron,0.1
2021-03-15,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-15,daily,"Festival, Days",Independence Day,0.282104218546401
2021-03-15,daily,Business,Zomato IPO,0.1
2021-03-15,daily,Business,PayTM IPO,0.1
2021-03-15,daily,Business,nykaa IPO,0.1
2021-03-15,daily,Elections,West Bengal Election,0.749280177187154
2021-03-15,daily,Health,coronavirus,9.08499999999999
2021-03-15,daily,World,Taliban,0.108571428571429
2021-03-15,daily,Governance,Air India Divestment,0.1
2021-03-15,daily,Sports,Neeraj Chopra,0.1
2021-03-15,daily,Entertainment,Raj Kundra,0.1
2021-03-15,daily,"Violence, war",Myanmar coup,0.1
2021-03-15,daily,Business,NFT,0.22851823317925
2021-03-15,daily,Politics,Farmers Protest,0.290156682198749
2021-03-15,daily,Entertainment,Miss Universe,0.115395480225989
2021-03-15,daily,Tragedy,Lakhimpur Kheri,0.105075757575758
2021-03-15,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-15,daily,Tragedy,Cyclone Yaas,0.1
2021-03-15,daily,Tragedy,Cyclone Gulab,0.1
2021-03-15,daily,Tragedy,Cyclone Jawad,0.1
2021-03-15,daily,Politics,Pegasus,0.103728813559322
2021-03-15,daily,Entertainment,Aryan Khan,0.1
2021-03-15,daily,Elections,UP Election,0.495071464483229
2021-03-15,daily,Politics,Bulli Bai app,0.1
2021-03-15,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-15,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-15,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-15,daily,Tragedy,Uttarakhand flood,0.1
2021-03-15,daily,Elections,KMC Election 2021 Results,0.1
2021-03-15,daily,Politics,Panama Papers,0.1
2021-03-15,daily,Sports,Vijay Hazare Trophy,2.28821001221001
2021-03-15,daily,Sports,Novak Djokovic,0.106666666666667
2021-03-15,daily,World,Suez Canal Crisis,0.1
2021-03-15,daily,Business,cryptocurrency,0.620390405999963
2021-03-15,daily,"Festival, Days",Kumbh Mela,0.454727415053125
2021-03-15,daily,Sports,Tokyo Olympics,0.1
2021-03-15,daily,health,Delta variant,0.1
2021-03-15,daily,Business,Jack Dorsey quits,0.1
2021-03-15,daily,"Violence, war",Nagaland Killings,0.1
2021-03-15,daily,Sports,IPL Auction,0.185238095238095
2021-03-15,daily,Business,Pandora Papers,0.1
2021-03-15,daily,Sports,India vs South Africa,6.55603174603175
2021-03-15,daily,Sports,Eurocup,0.1
2021-03-15,daily,Health,COVID Vaccine,4.33636363636363
2021-03-15,daily,Business,Elon Musk,0.601010101010101
2021-03-15,daily,Entertainment,Vicky Kaushal,0.102222222222222
2021-03-15,daily,Sports,bajrang Punia,0.1
2021-03-15,daily,Sports,P V Sindhu,0.1
2021-03-15,daily,Sports,Sushil Kumar,0.100338983050847
2021-03-15,daily,Sports,Paralympics,0.1
2021-03-15,daily,Sports,IPL,6.83
2021-03-15,daily,Entertainment,Shershaah,0.1
2021-03-15,daily,Entertainment,Sooryavanshi,0.166666666666667
2021-03-15,daily,Entertainment,Drishyam 2,0.37
2021-03-15,daily,health,Bird Flu,0.147421674370827
2021-03-15,daily,Sports,Copa America,0.1
2021-03-15,daily,Sports,Wimbledon,0.1
2021-03-15,daily,Sports,English Premier League,0.24069209039548
2021-03-16,daily,Sports,T20 World Cup,0.757997623254839
2021-03-16,daily,Health,Omicron,0.1
2021-03-16,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-16,daily,"Festival, Days",Independence Day,0.308942651181935
2021-03-16,daily,Business,Zomato IPO,0.1
2021-03-16,daily,Business,PayTM IPO,0.1
2021-03-16,daily,Business,nykaa IPO,0.1
2021-03-16,daily,Elections,West Bengal Election,0.75958815958816
2021-03-16,daily,Health,coronavirus,9.66595238095237
2021-03-16,daily,World,Taliban,0.108571428571429
2021-03-16,daily,Governance,Air India Divestment,0.1
2021-03-16,daily,Sports,Neeraj Chopra,0.1
2021-03-16,daily,Entertainment,Raj Kundra,0.1
2021-03-16,daily,"Violence, war",Myanmar coup,0.1
2021-03-16,daily,Business,NFT,0.24851823317925
2021-03-16,daily,Politics,Farmers Protest,0.277316751045565
2021-03-16,daily,Entertainment,Miss Universe,0.115395480225989
2021-03-16,daily,Tragedy,Lakhimpur Kheri,0.105075757575758
2021-03-16,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-16,daily,Tragedy,Cyclone Yaas,0.1
2021-03-16,daily,Tragedy,Cyclone Gulab,0.1
2021-03-16,daily,Tragedy,Cyclone Jawad,0.1
2021-03-16,daily,Politics,Pegasus,0.103728813559322
2021-03-16,daily,Entertainment,Aryan Khan,0.1
2021-03-16,daily,Elections,UP Election,0.530627020038785
2021-03-16,daily,Politics,Bulli Bai app,0.1
2021-03-16,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-16,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-16,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-16,daily,Tragedy,Uttarakhand flood,0.1
2021-03-16,daily,Elections,KMC Election 2021 Results,0.1
2021-03-16,daily,Politics,Panama Papers,0.1
2021-03-16,daily,Sports,Vijay Hazare Trophy,1.62737085137085
2021-03-16,daily,Sports,Novak Djokovic,0.106666666666667
2021-03-16,daily,World,Suez Canal Crisis,0.1
2021-03-16,daily,Business,cryptocurrency,0.706139115122166
2021-03-16,daily,"Festival, Days",Kumbh Mela,0.340235160319906
2021-03-16,daily,Sports,Tokyo Olympics,0.1
2021-03-16,daily,health,Delta variant,0.1
2021-03-16,daily,Business,Jack Dorsey quits,0.1
2021-03-16,daily,"Violence, war",Nagaland Killings,0.1
2021-03-16,daily,Sports,IPL Auction,0.190793650793651
2021-03-16,daily,Business,Pandora Papers,0.1
2021-03-16,daily,Sports,India vs South Africa,6.64214285714286
2021-03-16,daily,Sports,Eurocup,0.1
2021-03-16,daily,Health,COVID Vaccine,4.27277389277389
2021-03-16,daily,Business,Elon Musk,0.588702408702409
2021-03-16,daily,Entertainment,Vicky Kaushal,0.102222222222222
2021-03-16,daily,Sports,bajrang Punia,0.1
2021-03-16,daily,Sports,P V Sindhu,0.1
2021-03-16,daily,Sports,Sushil Kumar,0.100338983050847
2021-03-16,daily,Sports,Paralympics,0.1
2021-03-16,daily,Sports,IPL,7.24
2021-03-16,daily,Entertainment,Shershaah,0.1
2021-03-16,daily,Entertainment,Sooryavanshi,0.176666666666667
2021-03-16,daily,Entertainment,Drishyam 2,0.34
2021-03-16,daily,health,Bird Flu,0.147421674370827
2021-03-16,daily,Sports,Copa America,0.1
2021-03-16,daily,Sports,Wimbledon,0.1
2021-03-16,daily,Sports,English Premier League,0.24069209039548
2021-03-17,daily,Sports,T20 World Cup,0.588974287040492
2021-03-17,daily,Health,Omicron,0.1
2021-03-17,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-17,daily,"Festival, Days",Independence Day,0.271881285581244
2021-03-17,daily,Business,Zomato IPO,0.1
2021-03-17,daily,Business,PayTM IPO,0.1
2021-03-17,daily,Business,nykaa IPO,0.1
2021-03-17,daily,Elections,West Bengal Election,0.78281004408664
2021-03-17,daily,Health,coronavirus,9.62150793650793
2021-03-17,daily,World,Taliban,0.102222222222222
2021-03-17,daily,Governance,Air India Divestment,0.1
2021-03-17,daily,Sports,Neeraj Chopra,0.1
2021-03-17,daily,Entertainment,Raj Kundra,0.1
2021-03-17,daily,"Violence, war",Myanmar coup,0.1
2021-03-17,daily,Business,NFT,0.231102315763333
2021-03-17,daily,Politics,Farmers Protest,0.244449618178432
2021-03-17,daily,Entertainment,Miss Universe,0.115395480225989
2021-03-17,daily,Tragedy,Lakhimpur Kheri,0.100833333333333
2021-03-17,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-17,daily,Tragedy,Cyclone Yaas,0.1
2021-03-17,daily,Tragedy,Cyclone Gulab,0.1
2021-03-17,daily,Tragedy,Cyclone Jawad,0.1
2021-03-17,daily,Politics,Pegasus,0.103728813559322
2021-03-17,daily,Entertainment,Aryan Khan,0.1
2021-03-17,daily,Elections,UP Election,0.533484162895928
2021-03-17,daily,Politics,Bulli Bai app,0.1
2021-03-17,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-17,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-17,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-17,daily,Tragedy,Uttarakhand flood,0.1
2021-03-17,daily,Elections,KMC Election 2021 Results,0.1
2021-03-17,daily,Politics,Panama Papers,0.1
2021-03-17,daily,Sports,Vijay Hazare Trophy,1.49641847041847
2021-03-17,daily,Sports,Novak Djokovic,0.106666666666667
2021-03-17,daily,World,Suez Canal Crisis,0.1
2021-03-17,daily,Business,cryptocurrency,0.705339914322965
2021-03-17,daily,"Festival, Days",Kumbh Mela,0.280095300180046
2021-03-17,daily,Sports,Tokyo Olympics,0.1
2021-03-17,daily,health,Delta variant,0.1
2021-03-17,daily,Business,Jack Dorsey quits,0.1
2021-03-17,daily,"Violence, war",Nagaland Killings,0.1
2021-03-17,daily,Sports,IPL Auction,0.160793650793651
2021-03-17,daily,Business,Pandora Papers,0.1
2021-03-17,daily,Sports,India vs South Africa,6.05214285714286
2021-03-17,daily,Sports,Eurocup,0.1
2021-03-17,daily,Health,COVID Vaccine,4.08257781434252
2021-03-17,daily,Business,Elon Musk,0.571055349878879
2021-03-17,daily,Entertainment,Vicky Kaushal,0.102222222222222
2021-03-17,daily,Sports,bajrang Punia,0.1
2021-03-17,daily,Sports,P V Sindhu,0.1
2021-03-17,daily,Sports,Sushil Kumar,0.100338983050847
2021-03-17,daily,Sports,Paralympics,0.1
2021-03-17,daily,Sports,IPL,6.61
2021-03-17,daily,Entertainment,Shershaah,0.1
2021-03-17,daily,Entertainment,Sooryavanshi,0.176666666666667
2021-03-17,daily,Entertainment,Drishyam 2,0.33
2021-03-17,daily,health,Bird Flu,0.137118644067797
2021-03-17,daily,Sports,Copa America,0.1
2021-03-17,daily,Sports,Wimbledon,0.1
2021-03-17,daily,Sports,English Premier League,0.24069209039548
2021-03-18,daily,Sports,T20 World Cup,0.552804074274535
2021-03-18,daily,Health,Omicron,0.1
2021-03-18,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-18,daily,"Festival, Days",Independence Day,0.22677490260252
2021-03-18,daily,Business,Zomato IPO,0.1
2021-03-18,daily,Business,PayTM IPO,0.1
2021-03-18,daily,Business,nykaa IPO,0.1
2021-03-18,daily,Elections,West Bengal Election,0.770429091705688
2021-03-18,daily,Health,coronavirus,9.16150793650793
2021-03-18,daily,World,Taliban,0.102222222222222
2021-03-18,daily,Governance,Air India Divestment,0.1
2021-03-18,daily,Sports,Neeraj Chopra,0.1
2021-03-18,daily,Entertainment,Raj Kundra,0.1
2021-03-18,daily,"Violence, war",Myanmar coup,0.1
2021-03-18,daily,Business,NFT,0.161657871318888
2021-03-18,daily,Politics,Farmers Protest,0.201548383610531
2021-03-18,daily,Entertainment,Miss Universe,0.106228813559322
2021-03-18,daily,Tragedy,Lakhimpur Kheri,0.1
2021-03-18,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-18,daily,Tragedy,Cyclone Yaas,0.1
2021-03-18,daily,Tragedy,Cyclone Gulab,0.1
2021-03-18,daily,Tragedy,Cyclone Jawad,0.1
2021-03-18,daily,Politics,Pegasus,0.103728813559322
2021-03-18,daily,Entertainment,Aryan Khan,0.1
2021-03-18,daily,Elections,UP Election,0.479366515837104
2021-03-18,daily,Politics,Bulli Bai app,0.1
2021-03-18,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-18,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-18,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-18,daily,Tragedy,Uttarakhand flood,0.1
2021-03-18,daily,Elections,KMC Election 2021 Results,0.1
2021-03-18,daily,Politics,Panama Papers,0.1
2021-03-18,daily,Sports,Vijay Hazare Trophy,1.34708513708514
2021-03-18,daily,Sports,Novak Djokovic,0.1
2021-03-18,daily,World,Suez Canal Crisis,0.1
2021-03-18,daily,Business,cryptocurrency,0.579413988397039
2021-03-18,daily,"Festival, Days",Kumbh Mela,0.218984189068935
2021-03-18,daily,Sports,Tokyo Olympics,0.1
2021-03-18,daily,health,Delta variant,0.1
2021-03-18,daily,Business,Jack Dorsey quits,0.1
2021-03-18,daily,"Violence, war",Nagaland Killings,0.1
2021-03-18,daily,Sports,IPL Auction,0.165238095238095
2021-03-18,daily,Business,Pandora Papers,0.1
2021-03-18,daily,Sports,India vs South Africa,4.95880952380953
2021-03-18,daily,Sports,Eurocup,0.1
2021-03-18,daily,Health,COVID Vaccine,3.53591114767585
2021-03-18,daily,Business,Elon Musk,0.495499794323324
2021-03-18,daily,Entertainment,Vicky Kaushal,0.106666666666667
2021-03-18,daily,Sports,bajrang Punia,0.1
2021-03-18,daily,Sports,P V Sindhu,0.1
2021-03-18,daily,Sports,Sushil Kumar,0.100338983050847
2021-03-18,daily,Sports,Paralympics,0.1
2021-03-18,daily,Sports,IPL,6.01
2021-03-18,daily,Entertainment,Shershaah,0.1
2021-03-18,daily,Entertainment,Sooryavanshi,0.176666666666667
2021-03-18,daily,Entertainment,Drishyam 2,0.283333333333333
2021-03-18,daily,health,Bird Flu,0.107118644067797
2021-03-18,daily,Sports,Copa America,0.1
2021-03-18,daily,Sports,Wimbledon,0.1
2021-03-18,daily,Sports,English Premier League,0.181525423728814
2021-03-19,daily,Sports,T20 World Cup,0.428314768819116
2021-03-19,daily,Health,Omicron,0.1
2021-03-19,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-19,daily,"Festival, Days",Independence Day,0.22422743805073
2021-03-19,daily,Business,Zomato IPO,0.1
2021-03-19,daily,Business,PayTM IPO,0.1
2021-03-19,daily,Business,nykaa IPO,0.1
2021-03-19,daily,Elections,West Bengal Election,0.6832496045262
2021-03-19,daily,Health,coronavirus,8.96984126984127
2021-03-19,daily,World,Taliban,0.102222222222222
2021-03-19,daily,Governance,Air India Divestment,0.1
2021-03-19,daily,Sports,Neeraj Chopra,0.1
2021-03-19,daily,Entertainment,Raj Kundra,0.1
2021-03-19,daily,"Violence, war",Myanmar coup,0.1
2021-03-19,daily,Business,NFT,0.134200244200244
2021-03-19,daily,Politics,Farmers Protest,0.171582281915615
2021-03-19,daily,Entertainment,Miss Universe,0.1025
2021-03-19,daily,Tragedy,Lakhimpur Kheri,0.1
2021-03-19,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-19,daily,Tragedy,Cyclone Yaas,0.1
2021-03-19,daily,Tragedy,Cyclone Gulab,0.1
2021-03-19,daily,Tragedy,Cyclone Jawad,0.1
2021-03-19,daily,Politics,Pegasus,0.106666666666667
2021-03-19,daily,Entertainment,Aryan Khan,0.1
2021-03-19,daily,Elections,UP Election,0.487058823529412
2021-03-19,daily,Politics,Bulli Bai app,0.1
2021-03-19,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-19,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-19,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-19,daily,Tragedy,Uttarakhand flood,0.1
2021-03-19,daily,Elections,KMC Election 2021 Results,0.1
2021-03-19,daily,Politics,Panama Papers,0.1
2021-03-19,daily,Sports,Vijay Hazare Trophy,0.262060982495765
2021-03-19,daily,Sports,Novak Djokovic,0.1
2021-03-19,daily,World,Suez Canal Crisis,0.1
2021-03-19,daily,Business,cryptocurrency,0.533041107041107
2021-03-19,daily,"Festival, Days",Kumbh Mela,0.176181929181929
2021-03-19,daily,Sports,Tokyo Olympics,0.1
2021-03-19,daily,health,Delta variant,0.1
2021-03-19,daily,Business,Jack Dorsey quits,0.1
2021-03-19,daily,"Violence, war",Nagaland Killings,0.1
2021-03-19,daily,Sports,IPL Auction,0.158888888888889
2021-03-19,daily,Business,Pandora Papers,0.1
2021-03-19,daily,Sports,India vs South Africa,2.21277777777778
2021-03-19,daily,Sports,Eurocup,0.1
2021-03-19,daily,Health,COVID Vaccine,3.42811893988365
2021-03-19,daily,Business,Elon Musk,0.435759534583064
2021-03-19,daily,Entertainment,Vicky Kaushal,0.106666666666667
2021-03-19,daily,Sports,bajrang Punia,0.1
2021-03-19,daily,Sports,P V Sindhu,0.1
2021-03-19,daily,Sports,Sushil Kumar,0.1
2021-03-19,daily,Sports,Paralympics,0.1
2021-03-19,daily,Sports,IPL,4.76
2021-03-19,daily,Entertainment,Shershaah,0.1
2021-03-19,daily,Entertainment,Sooryavanshi,0.13
2021-03-19,daily,Entertainment,Drishyam 2,0.2
2021-03-19,daily,health,Bird Flu,0.1
2021-03-19,daily,Sports,Copa America,0.1
2021-03-19,daily,Sports,Wimbledon,0.1
2021-03-19,daily,Sports,English Premier League,0.11
2021-03-20,daily,Sports,T20 World Cup,0.641650479284439
2021-03-20,daily,Health,Omicron,0.1
2021-03-20,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-20,daily,"Festival, Days",Independence Day,0.238062346234007
2021-03-20,daily,Business,Zomato IPO,0.1
2021-03-20,daily,Business,PayTM IPO,0.1
2021-03-20,daily,Business,nykaa IPO,0.1
2021-03-20,daily,Elections,West Bengal Election,0.697284692245499
2021-03-20,daily,Health,coronavirus,9.58769841269841
2021-03-20,daily,World,Taliban,0.102222222222222
2021-03-20,daily,Governance,Air India Divestment,0.1
2021-03-20,daily,Sports,Neeraj Chopra,0.1
2021-03-20,daily,Entertainment,Raj Kundra,0.1
2021-03-20,daily,"Violence, war",Myanmar coup,0.1
2021-03-20,daily,Business,NFT,0.12885777844682
2021-03-20,daily,Politics,Farmers Protest,0.177678172326574
2021-03-20,daily,Entertainment,Miss Universe,0.1
2021-03-20,daily,Tragedy,Lakhimpur Kheri,0.1
2021-03-20,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-20,daily,Tragedy,Cyclone Yaas,0.1
2021-03-20,daily,Tragedy,Cyclone Gulab,0.1
2021-03-20,daily,Tragedy,Cyclone Jawad,0.1
2021-03-20,daily,Politics,Pegasus,0.108584474885845
2021-03-20,daily,Entertainment,Aryan Khan,0.1
2021-03-20,daily,Elections,UP Election,0.583382352941176
2021-03-20,daily,Politics,Bulli Bai app,0.1
2021-03-20,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-20,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-20,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-20,daily,Tragedy,Uttarakhand flood,0.1
2021-03-20,daily,Elections,KMC Election 2021 Results,0.1
2021-03-20,daily,Politics,Panama Papers,0.1
2021-03-20,daily,Sports,Vijay Hazare Trophy,0.146060982495765
2021-03-20,daily,Sports,Novak Djokovic,0.1
2021-03-20,daily,World,Suez Canal Crisis,0.1
2021-03-20,daily,Business,cryptocurrency,0.502493161835628
2021-03-20,daily,"Festival, Days",Kumbh Mela,0.162277819592888
2021-03-20,daily,Sports,Tokyo Olympics,0.1
2021-03-20,daily,health,Delta variant,0.1
2021-03-20,daily,Business,Jack Dorsey quits,0.1
2021-03-20,daily,"Violence, war",Nagaland Killings,0.1
2021-03-20,daily,Sports,IPL Auction,0.186666666666667
2021-03-20,daily,Business,Pandora Papers,0.1
2021-03-20,daily,Sports,India vs South Africa,3.13777777777778
2021-03-20,daily,Sports,Eurocup,0.1
2021-03-20,daily,Health,COVID Vaccine,3.40965740142211
2021-03-20,daily,Business,Elon Musk,0.448067226890756
2021-03-20,daily,Entertainment,Vicky Kaushal,0.106666666666667
2021-03-20,daily,Sports,bajrang Punia,0.1
2021-03-20,daily,Sports,P V Sindhu,0.1
2021-03-20,daily,Sports,Sushil Kumar,0.1
2021-03-20,daily,Sports,Paralympics,0.1
2021-03-20,daily,Sports,IPL,5.42
2021-03-20,daily,Entertainment,Shershaah,0.1
2021-03-20,daily,Entertainment,Sooryavanshi,0.13
2021-03-20,daily,Entertainment,Drishyam 2,0.21
2021-03-20,daily,health,Bird Flu,0.1
2021-03-20,daily,Sports,Copa America,0.1
2021-03-20,daily,Sports,Wimbledon,0.1
2021-03-20,daily,Sports,English Premier League,0.134794520547945
2021-03-21,daily,Sports,T20 World Cup,0.707621493777192
2021-03-21,daily,Health,Omicron,0.1
2021-03-21,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-21,daily,"Festival, Days",Independence Day,0.186236259277485
2021-03-21,daily,Business,Zomato IPO,0.1
2021-03-21,daily,Business,PayTM IPO,0.1
2021-03-21,daily,Business,nykaa IPO,0.1
2021-03-21,daily,Elections,West Bengal Election,0.751744151704958
2021-03-21,daily,Health,coronavirus,10.0734126984127
2021-03-21,daily,World,Taliban,0.102222222222222
2021-03-21,daily,Governance,Air India Divestment,0.1
2021-03-21,daily,Sports,Neeraj Chopra,0.1
2021-03-21,daily,Entertainment,Raj Kundra,0.100779220779221
2021-03-21,daily,"Violence, war",Myanmar coup,0.1
2021-03-21,daily,Business,NFT,0.114831804420846
2021-03-21,daily,Politics,Farmers Protest,0.211704146352548
2021-03-21,daily,Entertainment,Miss Universe,0.100779220779221
2021-03-21,daily,Tragedy,Lakhimpur Kheri,0.1
2021-03-21,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-21,daily,Tragedy,Cyclone Yaas,0.1
2021-03-21,daily,Tragedy,Cyclone Gulab,0.1
2021-03-21,daily,Tragedy,Cyclone Jawad,0.1
2021-03-21,daily,Politics,Pegasus,0.108584474885845
2021-03-21,daily,Entertainment,Aryan Khan,0.1
2021-03-21,daily,Elections,UP Election,0.690882352941176
2021-03-21,daily,Politics,Bulli Bai app,0.1
2021-03-21,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-21,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-21,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-21,daily,Tragedy,Uttarakhand flood,0.1
2021-03-21,daily,Elections,KMC Election 2021 Results,0.1
2021-03-21,daily,Politics,Panama Papers,0.1
2021-03-21,daily,Sports,Vijay Hazare Trophy,0.111515527950311
2021-03-21,daily,Sports,Novak Djokovic,0.1
2021-03-21,daily,World,Suez Canal Crisis,0.1
2021-03-21,daily,Business,cryptocurrency,0.446129525471991
2021-03-21,daily,"Festival, Days",Kumbh Mela,0.232927170242239
2021-03-21,daily,Sports,Tokyo Olympics,0.1
2021-03-21,daily,health,Delta variant,0.1
2021-03-21,daily,Business,Jack Dorsey quits,0.1
2021-03-21,daily,"Violence, war",Nagaland Killings,0.1
2021-03-21,daily,Sports,IPL Auction,0.158888888888889
2021-03-21,daily,Business,Pandora Papers,0.1
2021-03-21,daily,Sports,India vs South Africa,4.29611111111111
2021-03-21,daily,Sports,Eurocup,0.1
2021-03-21,daily,Health,COVID Vaccine,3.24372333548804
2021-03-21,daily,Business,Elon Musk,0.483232062055592
2021-03-21,daily,Entertainment,Vicky Kaushal,0.106666666666667
2021-03-21,daily,Sports,bajrang Punia,0.1
2021-03-21,daily,Sports,P V Sindhu,0.1
2021-03-21,daily,Sports,Sushil Kumar,0.1
2021-03-21,daily,Sports,Paralympics,0.1
2021-03-21,daily,Sports,IPL,5.37
2021-03-21,daily,Entertainment,Shershaah,0.1
2021-03-21,daily,Entertainment,Sooryavanshi,0.1
2021-03-21,daily,Entertainment,Drishyam 2,0.2
2021-03-21,daily,health,Bird Flu,0.100779220779221
2021-03-21,daily,Sports,Copa America,0.1
2021-03-21,daily,Sports,Wimbledon,0.1
2021-03-21,daily,Sports,English Premier League,0.135573741327166
2021-03-22,daily,Sports,T20 World Cup,0.763311496658207
2021-03-22,daily,Health,Omicron,0.1
2021-03-22,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-22,daily,"Festival, Days",Independence Day,0.2063745479551
2021-03-22,daily,Business,Zomato IPO,0.1
2021-03-22,daily,Business,PayTM IPO,0.1
2021-03-22,daily,Business,nykaa IPO,0.1
2021-03-22,daily,Elections,West Bengal Election,0.755188933873144
2021-03-22,daily,Health,coronavirus,10.6928571428571
2021-03-22,daily,World,Taliban,0.1
2021-03-22,daily,Governance,Air India Divestment,0.1
2021-03-22,daily,Sports,Neeraj Chopra,0.1
2021-03-22,daily,Entertainment,Raj Kundra,0.100779220779221
2021-03-22,daily,"Violence, war",Myanmar coup,0.1
2021-03-22,daily,Business,NFT,0.112853782442824
2021-03-22,daily,Politics,Farmers Protest,0.20625137127952
2021-03-22,daily,Entertainment,Miss Universe,0.100779220779221
2021-03-22,daily,Tragedy,Lakhimpur Kheri,0.1
2021-03-22,daily,Tragedy,Cyclone Tauktae,0.1
2021-03-22,daily,Tragedy,Cyclone Yaas,0.1
2021-03-22,daily,Tragedy,Cyclone Gulab,0.1
2021-03-22,daily,Tragedy,Cyclone Jawad,0.1
2021-03-22,daily,Politics,Pegasus,0.108584474885845
2021-03-22,daily,Entertainment,Aryan Khan,0.1
2021-03-22,daily,Elections,UP Election,0.748529411764706
2021-03-22,daily,Politics,Bulli Bai app,0.1
2021-03-22,daily,Tragedy,Vaishno Devi stampede,0.1
2021-03-22,daily,"Festival, Days",Ayodhya Deepotsav,0.1
2021-03-22,daily,"Violence, war",Assam Mizoram Border Dispute,0.1
2021-03-22,daily,Tragedy,Uttarakhand flood,0.1
2021-03-22,daily,Elections,KMC Election 2021 Results,0.1
2021-03-22,daily,Politics,Panama Papers,0.1
2021-03-22,daily,Sports,Vijay Hazare Trophy,0.110086956521739
2021-03-22,daily,Sports,Novak Djokovic,0.1
2021-03-22,daily,World,Suez Canal Crisis,0.1
2021-03-22,daily,Business,cryptocurrency,0.429437356881088
2021-03-22,daily,"Festival, Days",Kumbh Mela,0.252790850865413
2021-03-22,daily,Sports,Tokyo Olympics,0.1
2021-03-22,daily,health,Delta variant,0.1
2021-03-22,daily,Business,Jack Dorsey quits,0.1
2021-03-22,daily,"Violence, war",Nagaland Killings,0.1
2021-03-22,daily,Sports,IPL Auction,0.161111111111111
2021-03-22,daily,Business,Pandora Papers,0.1
2021-03-22,daily,Sports,India vs South Africa,2.85833333333333
2021-03-22,daily,Sports,Eurocup,0.1
2021-03-22,daily,Health,COVID Vaccine,3.43868131868132
2021-03-22,daily,Business,Elon Musk,0.486593406593407
2021-03-22,daily,Entertainment,Vicky Kaushal,0.115238095238095
2021-03-22,daily,Sports,bajrang Punia,0.1
2021-03-22,daily,Sports,P V Sindhu,0.1
2021-03-22,daily,Sports,Sushil Kumar,0.1
2021-03-22,daily,Sports,Paralympics,0.1
2021-03-22,daily,Sports,IPL,5.57
2021-03-22,daily,Entertainment,Shershaah,0.1
2021-03-22,daily,Entertainment,Sooryavanshi,0.1
2021-03-22,daily,Entertainment,Drishyam 2,0.2
2021-03-22,daily,health,Bird Flu,0.101032385336183
2021-03-22,daily,Sports,Copa America,0.1
2021-03-22,daily,Sports,Wimbledon,0.1
2021-03-22,daily,Sports,English Premier League,0.135573741327166
2021-03-23,daily,Sports,T20 World Cup,0.746893586210445
2021-03-23,daily,Health,Omicron,0.1
2021-03-23,daily,Tragedy,Bipin Rawat Death,0.1
2021-03-23,daily,"Festival, Days",Independence Day,0.214135741984951
2021-03-23,daily,Business,Zomato IPO,0.1
2021-03-23,daily,Business,PayTM IPO,0.1
2021-03-23,daily,Business,nykaa IPO,0.1
2021-03-23,daily,Elections,West Bengal Election,0.768680997365208
2021-03-23,daily,Health,coronavirus,10.7642857142857
2021-03-23,daily,World,Taliban,0.1
2021-03-23,daily,Governance,Air India Divestment,0.1
2021-03-23,daily,Sports,Neeraj Chopra,0.1
2021-03-23,daily,Entertainment,Raj Kundra,0.100779220779221
2021-03-23,daily,"Violence, war",Myanmar coup,0.1
