date,T20 World Cup,Omicron,Bipin Rawat Death,Independence Day,Zomato IPO,PayTM IPO,nykaa IPO,West Bengal Election,coronavirus,Taliban,Air India Divestment,Neeraj Chopra,Raj Kundra,Myanmar coup,NFT,Farmers Protest,Miss Universe,Lakhimpur Kheri,Cyclone Tauktae,Cyclone Yaas,Cyclone Gulab,Cyclone Jawad,Pegasus,Aryan Khan,UP Election,Bulli Bai app,Vaishno Devi stampede,Ayodhya Deepotsav,Assam Mizoram Border Dispute,Uttarakhand flood,KMC Election 2021 Results,Panama Papers,Vijay Hazare Trophy,Novak Djokovic,cryptocurrency,Kumbh Mela,Tokyo Olympics,Delta variant,Jack Dorsey quits,Nagaland Killings,IPL Auction,Pandora Papers,India vs South Africa,Eurocup,COVID Vaccine,Elon Musk,Vicky Kaushal,bajrang Punia,P V Sindhu,Sushil Kumar,Paralympics,IPL,Shershaah,Sooryavanshi,Drishyam 2,Bird Flu,Copa America,Wimbledon,English Premier League
2021-04-01,0.416188325725796,0.1,0.1,0.209205002647625,0.1,0.1,0.1,1.46242108880863,11.0483333333333,0.1,0.1,0.1,0.1,0.105,0.126469869195179,0.191229393956703,0.1,0.101428571428571,0.1,0.1,0.1,0.1,0.10734106357457,0.1,0.372500803600128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.466205997254778,0.258001530989336,0.1,0.1,0.1,0.1,0.228713363139593,0.1,0.10295081967213,0.1,3.60984126984127,0.454603174603175,0.146666666666667,0.1,0.1,0.1,0.1,10.74,0.1,0.1,0.186666666666667,0.1,0.1,0.1,0.1
2021-04-02,0.364067113604584,0.1,0.1,0.17344742689005,0.1,0.1,0.1,1.4734918692079,11.115,0.1,0.1,0.1,0.1,0.1,0.11789844062375,0.146705584432894,0.106666666666666,0.106666666666667,0.1,0.1,0.1,0.1,0.10734106357457,0.1,0.332500803600128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.482439763488544,0.291443089430894,0.1,0.1,0.1,0.1,0.188713363139592,0.1,0.246284153005464,0.1,4.0631746031746,0.487936507936508,0.193333333333333,0.1,0.1,0.1,0.1,8.14,0.1,0.1,0.14,0.1,0.1,0.1,0.1
2021-04-03,0.331567113604584,0.1,0.1,0.18032242689005,0.1,0.1,0.1,1.61988721804511,11.615,0.1,0.1,0.1,0.1,0.1,0.113508196721311,0.135120218579235,0.106666666666667,0.106666666666667,0.1,0.1,0.1,0.1,0.102950819672131,0.1,0.367917470266795,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.544878787878788,0.295833333333333,0.1,0.1,0.1,0.1,0.178643918695148,0.1,0.246284153005464,0.1,4.83650793650794,0.541269841269842,0.24,0.1,0.1,0.1,0.1,6.86,0.1,0.1,0.12,0.1,0.1,0.1,0.133333333333333
2021-04-04,0.323857363037691,0.1,0.1,0.218417664985288,0.1,0.1,0.1,1.75766499582289,13.475,0.1,0.1,0.1,0.1,0.1,0.111730418943534,0.142786885245902,0.106666666666666,0.106666666666667,0.1,0.1,0.1,0.1,0.102950819672131,0.1,0.376250803600128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.572878787878788,0.315833333333333,0.1,0.1,0.1,0.1,0.167280282331512,0.1,0.298506375227686,0.1,5.16428571428571,0.585714285714286,0.24,0.1,0.1,0.1,0.1,5.96,0.1,0.1,0.12,0.1,0.1,0.1,0.175833333333333
2021-04-05,0.30319802237835,0.1,0.1,0.218490925058548,0.1,0.1,0.1,1.85636629452419,14.8,0.1,0.1,0.1,0.1,0.1,0.111730418943534,0.142786885245902,0.109523809523809,0.106666666666667,0.1,0.1,0.1,0.1,0.102950819672131,0.1,0.394233996877439,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.594720893141946,0.294912280701754,0.1,0.1,0.1,0.1,0.182200917252147,0.1,0.321363518084829,0.1,5.25,0.6,0.27,0.1,0.1,0.1,0.1,4.2,0.1,0.1,0.1,0.1,0.1,0.1,0.193333333333333
2021-04-06,0.295079365079365,0.1,0.1,0.201160714285714,0.1,0.1,0.1,1.67026897575557,16.2,0.1,0.1,0.1,0.1,0.1,0.108412698412698,0.13,0.109523809523809,0.106666666666667,0.1,0.1,0.1,0.1,0.1,0.1,0.35422619047619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.620280840441024,0.256045350530476,0.1,0.1,0.1,0.1,0.158898809523809,0.1,0.318412698412698,0.1,4.85,0.566666666666667,0.253333333333333,0.1,0.1,0.1,0.1,4.4,0.1,0.1,0.1,0.1,0.1,0.1,0.204912280701754
2021-04-07,0.282343046671405,0.1,0.1,0.206633351101635,0.1,0.1,0.1,1.61863990307387,17,0.1,0.1,0.1,0.1,0.1,0.127218668561952,0.151442786069652,0.102857142857143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.367111762615494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.640919661079844,0.237372131857258,0.1,0.1,0.1,0.1,0.191933635394456,0.1,0.220751006870409,0.1,4.91666666666667,0.5,0.253333333333333,0.1,0.1,0.1,0.1,4.8,0.1,0.1,0.1,0.1,0.1,0.1,0.204912280701754
2021-04-08,0.255719670048028,0.1,0.1,0.193524584867869,0.1,0.1,0.1,1.47863990307387,17.6,0.1,0.1,0.1,0.1,0.1,0.138387499730783,0.15501421464108,0.102857142857143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.355504619758351,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.57615775631794,0.2002292747144,0.1,0.1,0.1,0.1,0.222493700329521,0.1,0.220751006870409,0.1,4.7,0.416666666666667,0.206666666666667,0.1,0.1,0.1,0.1,6.2,0.1,0.1,0.1,0.1,0.1,0.1,0.171578947368421
2021-04-09,0.301982296310655,0.1,0.1,0.163221554564838,0.1,0.1,0.1,1.40943355386752,17.2,0.1,0.1,0.1,0.1,0.1,0.136165277508561,0.14971118433805,0.102857142857143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.353231892485624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.579491089651273,0.216895941381067,0.1,0.1,0.1,0.1,0.422948245784067,0.1,0.168528784648187,0.1,4.98333333333333,0.383333333333333,0.206666666666667,0.1,0.1,0.1,0.1,17.6,0.1,0.1,0.1,0.1,0.1,0.1,0.129078947368421
2021-04-10,0.301298191682888,0.1,0.1,0.182577691385764,0.1,0.1,0.1,1.44216082659479,17,0.1,0.1,0.1,0.1,0.1,0.136165277508561,0.155063297014106,0.102535211267606,0.102535211267606,0.1,0.1,0.1,0.1,0.1,0.1,0.335082999125463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.545213086952218,0.257111865807518,0.1,0.1,0.1,0.1,0.481580036528534,0.1,0.19046037418541,0.1,4.98333333333333,0.383333333333333,0.176666666666666,0.1,0.1,0.1,0.1,29.6,0.1,0.1,0.1,0.1,0.1,0.1,0.154078947368421
2021-04-11,0.285563202034855,0.1,0.1,0.18589032078535,0.1,0.1,0.1,1.43707087486157,17.2,0.1,0.1,0.1,0.1,0.1,0.129974801318085,0.161150253535846,0.102535211267606,0.102535211267606,0.1,0.1,0.1,0.1,0.1,0.1,0.342018816930846,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.588233681917893,0.303793788004314,0.1,0.1,0.1,0.1,0.495141113133089,0.1,0.19046037418541,0.1,5.31666666666667,0.416666666666667,0.146666666666667,0.1,0.1,0.1,0.1,39.8,0.1,0.1,0.1,0.1,0.1,0.1,0.21
2021-04-12,0.23790736358007,0.1,0.1,0.168260821224331,0.1,0.1,0.1,1.32066875845946,17.4,0.1,0.1,0.1,0.1,0.1,0.111168831168831,0.149315310603449,0.102535211267606,0.102535211267606,0.1,0.1,0.1,0.1,0.1,0.1,0.287760695771935,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.547865654315822,0.432718457354516,0.1,0.1,0.1,0.1,0.510733738242834,0.1,0.144788732394365,0.1,4.86666666666667,0.4,0.1,0.1,0.1,0.1,0.1,48.2,0.1,0.1,0.1,0.1,0.1,0.1,0.21
2021-04-13,0.270940996613703,0.1,0.1,0.167827920791431,0.1,0.1,0.1,1.25485243192884,17.6,0.1,0.1,0.1,0.1,0.1,0.1,0.146384907673046,0.102535211267606,0.102535211267606,0.1,0.1,0.1,0.1,0.1,0.1,0.302412710423949,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.578208954426564,0.622419454032257,0.1,0.1,0.1,0.1,0.502208929718026,0.1,0.144788732394365,0.1,4.51666666666667,0.4,0.1,0.1,0.1,0.1,0.1,56.4,0.1,0.1,0.1,0.1,0.1,0.1,0.223333333333333
2021-04-14,0.210086670217208,0.1,0.1,0.151464284427794,0.1,0.1,0.1,1.13628100335742,18.4,0.1,0.1,0.1,0.1,0.1,0.1,0.130021271309409,0.102535211267606,0.102535211267606,0.1,0.1,0.1,0.1,0.1,0.1,0.391131220829207,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.620431176648787,0.804641676254478,0.1,0.1,0.1,0.1,0.317718239685167,0.1,0.148885117936534,0.1,4.18333333333334,0.383333333333333,0.1,0.1,0.1,0.1,0.1,54,0.1,0.1,0.1,0.1,0.1,0.1,0.223333333333333
2021-04-15,0.192199346273546,0.1,0.1,0.128893861892583,0.1,0.1,0.1,0.952281003357416,19.6,0.1,0.1,0.1,0.1,0.1,0.1075,0.124669158633353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.405708685617939,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.70423071044832,1.07830134991415,0.1,0.1,0.1,0.1,0.281943591797843,0.1,0.104096385542168,0.1,4.13333333333333,0.333333333333333,0.1,0.1,0.1,0.1,0.1,50.6,0.1,0.1,0.1,0.1,0.1,0.1,0.180833333333333
2021-04-16,0.189528771448599,0.1,0.1,0.130717669090108,0.1,0.1,0.1,0.844972033257748,18.1,0.1,0.1,0.1,0.1,0.1,0.1075,0.127795685257681,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.391737019765472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.760943922048751,1.39355376667033,0.1,0.1,0.1,0.1,0.275364858692485,0.1,0.115557059699471,0.1,3.6,0.28,0.1,0.1,0.1,0.1,0.1,49.4,0.1,0.1,0.1,0.1,0.1,0.1,0.113333333333333
2021-04-17,0.263629848499137,0.1,0.1,0.143344015403281,0.1,0.1,0.1,0.94645351473923,19.3,0.1,0.1,0.1,0.1,0.1,0.1075,0.137108029913854,0.1,0.105352112676056,0.1,0.1,0.1,0.1,0.1,0.1,0.418414733104328,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.953633501972373,1.72339555608659,0.1,0.1,0.1,0.1,0.250774966397539,0.1,0.115557059699471,0.1,3.8,0.33,0.13,0.1,0.1,0.1,0.1,50.6,0.1,0.1,0.1,0.1,0.1,0.1,0.130833333333333
2021-04-18,0.350076734946024,0.1,0.1,0.132867824927091,0.1,0.1,0.1,1.00999711399711,20.5,0.1,0.1,0.1,0.1,0.1,0.110357142857143,0.140038432844257,0.1,0.105352112676056,0.1,0.1,0.1,0.1,0.1,0.1,0.426619861309457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.09121000136038,1.75925846918328,0.1,0.1,0.1,0.1,0.297221852844425,0.1,0.115557059699471,0.1,3.95,0.33,0.16,0.1,0.1,0.1,0.1,57.4,0.1,0.1,0.1,0.1,0.1,0.1,0.135
2021-04-19,0.351112879524337,0.1,0.1,0.132867824927091,0.1,0.1,0.1,0.980632034632034,19,0.1,0.1,0.1,0.1,0.1,0.110357142857143,0.144038432844257,0.1,0.105352112676056,0.1,0.1,0.1,0.1,0.1,0.1,0.323174078176927,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0883817185321,1.60491503483985,0.1,0.1,0.1,0.1,0.292257997422738,0.1,0.111460674157303,0.1,4.35,0.36,0.16,0.1,0.1,0.1,0.1,58,0.1,0.1,0.1,0.1,0.1,0.1,0.141086956521739
2021-04-20,0.385398593810051,0.1,0.1,0.138939253498519,0.1,0.1,0.1,0.925386751613166,19.2,0.1,0.1,0.1,0.1,0.1,0.102857142857143,0.144038432844257,0.1,0.105352112676056,0.1,0.1,0.1,0.1,0.1,0.1,0.276269316272165,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.06723547347281,1.3594604893853,0.1,0.1,0.1,0.1,0.277496092660834,0.1,0.111460674157303,0.1,4.85,0.36,0.16,0.1,0.1,0.1,0.1,59.2,0.1,0.1,0.1,0.1,0.1,0.1,0.141086956521739
2021-04-21,0.436185110663984,0.1,0.1,0.130945674044266,0.1,0.1,0.1,0.926036102262517,23.5,0.1,0.1,0.1,0.1,0.1,0.102857142857143,0.149110663983903,0.1,0.105352112676056,0.1,0.1,0.1,0.1,0.1,0.1,0.272352783366868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0169999946659,1.05783830204883,0.1,0.1,0.1,0.1,0.294799463447351,0.1,0.099999999999999,0.1,5.5,0.33,0.16,0.1,0.1,0.1,0.1,65,0.1,0.1,0.1,0.1,0.1,0.1,0.158586956521739
2021-04-22,0.360253968253968,0.1,0.1,0.117142857142857,0.1,0.1,0.1,0.882623403849819,21.6,0.1,0.1,0.1,0.1,0.1,0.102857142857143,0.126857142857143,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.234825396825397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.877805855471759,0.602160646371172,0.1,0.1,0.1,0.1,0.270761904761905,0.1,0.099999999999999,0.1,5.99,0.27,0.13,0.1,0.1,0.1,0.1,66.2,0.1,0.1,0.1,0.1,0.1,0.1,0.141086956521739
2021-04-23,0.262634920634921,0.1,0.1,0.114285714285714,0.1,0.1,0.1,0.807065942443301,23.4,0.1,0.1,0.1,0.1,0.1,0.101428571428571,0.118285714285714,0.106190476190476,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.174825396825397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.103809523809524,0.797256656387091,0.372870028522202,0.1,0.1,0.1,0.1,0.208380952380952,0.1,0.099999999999999,0.1,7.14,0.27,0.1,0.1,0.1,0.1,0.1,60.8,0.1,0.1,0.1,0.1,0.1,0.1,0.124639588100687
2021-04-24,0.274955908289242,0.1,0.1,0.126384479717813,0.1,0.1,0.1,0.815842786514263,26.3,0.1,0.1,0.1,0.1,0.1,0.115996472663139,0.116507936507936,0.108412698412698,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.158800705467372,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.120846560846561,0.789983929114364,0.36014275579493,0.1,0.1,0.1,0.1,0.199541446208113,0.1,0.099999999999999,0.1,8.24,0.24,0.1,0.1,0.1,0.1,0.1,60.8,0.1,0.1,0.1,0.1,0.1,0.1,0.161710526315789
2021-04-25,0.262618245951579,0.1,0.1,0.117813051146385,0.1,0.1,0.1,0.911754736199797,28.3,0.1,0.1,0.1,0.1,0.1,0.160931537598204,0.140663780663781,0.111789321789322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15706910373577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.121625781625781,0.815242728286206,0.317285612937787,0.1,0.1,0.1,0.1,0.211446208112875,0.1,0.099999999999999,0.1,8.69,0.24,0.1,0.1,0.1,0.1,0.1,70.2,0.1,0.1,0.1,0.1,0.1,0.1,0.186154970760234
2021-04-26,0.225118245951579,0.1,0.1,0.112098765432099,0.1,0.1,0.1,1.04939109983616,41.7,0.1,0.1,0.1,0.1,0.1,0.173431537598204,0.126378066378066,0.111789321789322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.185283389450056,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.121625781625781,0.784123847167325,0.28068887634105,0.1,0.1,0.1,0.1,0.188946208112875,0.1,0.099999999999999,0.1,9.39,0.24,0.1,0.1,0.1,0.1,0.1,65,0.1,0.1,0.1,0.1,0.1,0.1,0.168654970760234
2021-04-27,0.236703764053951,0.1,0.1,0.123559439589402,0.1,0.1,0.1,0.938676814121874,43.1,0.1,0.1,0.1,0.1,0.1,0.180397829733036,0.140085931546606,0.111789321789322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.192299619162915,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.121625781625781,0.816776908391815,0.264362345728805,0.1,0.1,0.1,0.1,0.193740215603511,0.1,0.099999999999999,0.1,9.75,0.24,0.1,0.1,0.1,0.1,0.1,64.6,0.1,0.1,0.1,0.1,0.1,0.1,0.168654970760234
2021-04-28,0.235143829735396,0.1,0.1,0.123559439589402,0.163636363636364,0.1,0.1,0.955143366437483,43.5,0.1,0.1,0.1,0.1,0.1,0.193452016925154,0.140085931546606,0.105598845598846,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.238966285829582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.117816257816258,0.792501546072975,0.266898577612863,0.1,0.1,0.1,0.1,0.183149082598585,0.1,0.099999999999999,0.1,12.75,0.24,0.1,0.1,0.1,0.1,0.1,64.8,0.1,0.1,0.1,0.1,0.1,0.1,0.167602339181286
2021-04-29,0.243613539755494,0.1,0.1,0.111460674157303,0.188080808080808,0.1,0.1,1.19610197210197,44.7,0.1,0.1,0.1,0.1,0.1,0.184465511039423,0.143445104673221,0.103376623376623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.22954911672249,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.100779220779221,0.787472532533323,0.206356991539362,0.1,0.1,0.1,0.1,0.176918821329565,0.1,0.099999999999999,0.1,13.45,0.29,0.1,0.1,0.1,0.1,0.1,69.4,0.1,0.1,0.1,0.1,0.1,0.1,0.124444444444444
2021-04-30,0.237498821140775,0.1,0.1,0.112294007490637,0.204747474747475,0.1,0.1,1.20610197210197,40.7,0.1,0.1,0.1,0.1,0.1,0.142447112771025,0.124289260517377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.226518813692187,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.736618983566566,0.179402813641788,0.1,0.1,0.1,0.1,0.140609297520041,0.1,0.099999999999999,0.1,14.27,0.28,0.1,0.1,0.1,0.1,0.1,62,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2021-05-01,0.245665487807442,0.1,0.1,0.118960674157303,0.204747474747475,0.1,0.1,1.28210197210197,24.5,0.1,0.1,0.1,0.1,0.1,0.136613779437691,0.124289260517377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.264018813692187,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.807440097936068,0.166206332703372,0.1,0.1,0.1,0.1,0.123109297520041,0.1,0.099999999999999,0.1,22.32,0.33,0.1,0.1,0.1,0.1,0.1,71.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1175
2021-05-02,0.246968858593959,0.1,0.1,0.1075,0.204747474747475,0.1,0.1,11.1606734006734,23,0.1,0.1,0.1,0.1,0.1,0.12964748730286,0.110581395348837,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0507399577167,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.763637210927606,0.145390006172759,0.1,0.1,0.1,0.1,0.135648623362737,0.1,0.099999999999999,0.1,22.22,0.39,0.1,0.1,0.1,0.1,0.1,79.2,0.1,0.1,0.1,0.1,0.1,0.1,0.134709302325581
2021-05-03,0.223290697674419,0.1,0.1,0.1075,0.141111111111111,0.1,0.1,14.397037037037,19.48,0.1,0.1,0.1,0.1,0.1,0.127263494114269,0.110581395348837,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.49518440216115,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.787656818770743,0.162546868917857,0.1,0.1,0.1,0.1,0.140331467126041,0.1,0.099999999999999,0.1,19.22,0.44,0.1,0.1,0.1,0.1,0.1,78,0.1,0.1,0.1,0.1,0.1,0.1,0.148995016611296
2021-05-04,0.3105,0.1,0.1,0.1075,0.116666666666667,0.1,0.1,15.0266666666667,16.88,0.1,0.1,0.1,0.1,0.1,0.121682098765432,0.105,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3959595959596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.938140377764939,0.171573303476207,0.1,0.1,0.1,0.1,0.166901234567901,0.1,0.099999999999999,0.1,18.22,0.44,0.1,0.1,0.1,0.1,0.1,70.8,0.1,0.1,0.1,0.1,0.1,0.1,0.158406781317178
2021-05-05,0.369544715447154,0.1,0.1,0.115934959349593,0.1,0.1,0.1,15.2,18.04,0.1,0.1,0.1,0.1,0.1,0.13291177356218,0.101951219512195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.98484848484849,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.12204714802021,0.161384624230924,0.1,0.1,0.1,0.1,0.170458145137007,0.1,0.099999999999999,0.1,17.7,0.5,0.1,0.1,0.1,0.1,0.1,60.6,0.1,0.1,0.1,0.1,0.1,0.1,0.158406781317178
2021-05-06,0.380733718883581,0.1,0.1,0.111948705054061,0.1,0.1,0.1,14.9,17.2066666666667,0.1,0.1,0.1,0.1,0.1,0.139234797617163,0.106693487553432,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1939393939394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.22849876092344,0.159126559714795,0.1,0.1,0.1,0.1,0.170458145137007,0.1,0.099999999999999,0.1,9.8,0.5,0.1,0.1,0.1,0.156190476190476,0.1,42,0.1,0.1,0.1,0.1,0.1,0.1,0.140906781317178
2021-05-07,0.423480706835388,0.1,0.1,0.135322199029964,0.1,0.1,0.1,5.1,18.1266666666667,0.1,0.1,0.1,0.1,0.1,0.139234797617163,0.108380234541384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5979797979798,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.40855614973262,0.174420677361854,0.1,0.1,0.1,0.1,0.146458145137007,0.1,0.099999999999999,0.1,11.3,0.6,0.1,0.1,0.1,0.191746031746032,0.1,23.6,0.1,0.1,0.1,0.1,0.1,0.1,0.126554621848739
2021-05-08,0.471048274402955,0.1,0.1,0.166673550381316,0.1,0.1,0.1,1.72,18.0466666666667,0.1,0.1,0.1,0.1,0.1,0.131460356509388,0.131623477784627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.26186868686869,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.60684836984647,0.135597147950089,0.1,0.1,0.1,0.1,0.131890243902439,0.1,0.099999999999999,0.1,15.9,1.1,0.1,0.1,0.1,0.221746031746032,0.1,13.8,0.1,0.1,0.1,0.1,0.1,0.1,0.198518907563025
2021-05-09,0.402129355484037,0.1,0.1,0.173700577408343,0.1,0.1,0.1,0.92,17.6066666666667,0.1,0.1,0.1,0.1,0.1,0.149298194347226,0.131623477784627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.45353535353535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.75464895635673,0.125294117647059,0.1,0.1,0.1,0.1,0.104390243902439,0.1,0.099999999999999,0.1,18.9,1.8,0.1,0.1,0.1,0.326746031746032,0.1,6.6,0.1,0.1,0.1,0.1,0.1,0.1,0.250357142857143
2021-05-10,0.350859554126229,0.1,0.1,0.165050841426447,0.1,0.1,0.1,0.62,16.8133333333333,0.1,0.1,0.1,0.1,0.1,0.135151852883812,0.150909371674494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.904040404040405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.71111954459203,0.130294117647059,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,19.5,1.9,0.1,0.1,0.1,0.401984126984127,0.1,5,0.1,0.1,0.1,0.1,0.1,0.1,0.269381533101045
2021-05-11,0.346475148390952,0.1,0.1,0.165358934802439,0.1,0.1,0.1,0.54,17.3666666666667,0.1,0.1,0.1,0.1,0.1,0.122851817334576,0.153753310529809,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.674949494949495,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.107586206896552,1.73889732236981,0.122516339869281,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,20.2,1.9,0.1,0.1,0.1,0.41000417710944,0.1,4.2,0.1,0.1,0.1,0.1,0.102222222222222,0.1,0.319651803371315
2021-05-12,0.317867695322866,0.1,0.1,0.166171487338164,0.1,0.1,0.1,0.36,16.9666666666667,0.1,0.1,0.1,0.1,0.1,0.123782049892716,0.152066563541857,0.1,0.1,0.13,0.1,0.1,0.1,0.1,0.1,0.519393939393939,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.145725741780273,1.76046594982079,0.107222222222222,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,19.4,1.8,0.1,0.1,0.1,0.407080200501253,0.1,3.8,0.1,0.1,0.1,0.1,0.102222222222222,0.1,0.350848714568227
2021-05-13,0.294744572199743,0.1,0.1,0.139511494011504,0.1,0.1,0.1,0.36,16.6066666666667,0.1,0.1,0.1,0.1,0.1,0.13155649100049,0.135983814125774,0.1,0.1,0.176666666666667,0.1,0.1,0.1,0.1,0.1,0.411060606060606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.150417099804964,1.86217372970694,0.107222222222222,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,14.7,1.3,0.1,0.1,0.1,0.379302422723475,0.1,3.4,0.1,0.1,0.1,0.1,0.107222222222222,0.1,0.290313000282512
2021-05-14,0.254139681594852,0.1,0.1,0.132484466984477,0.1,0.1,0.1,0.18,16.0866666666667,0.1,0.1,0.1,0.1,0.1,0.115147224591223,0.135983814125774,0.146666666666667,0.1,0.490000000000001,0.1,0.1,0.1,0.1,0.1,0.308282828282828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.197083766471631,1.86346405228758,0.110079365079365,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,11.4,0.7,0.1,0.1,0.1,0.287635756056809,0.1,3.2,0.1,0.1,0.1,0.1,0.131666666666667,0.1,0.259063000282512
2021-05-15,0.275531434172172,0.1,0.1,0.132699243616779,0.1,0.1,0.1,0.1,15.6533333333333,0.1,0.1,0.1,0.1,0.1,0.115147224591224,0.114746700723712,0.176666666666666,0.1,3.17,0.1,0.1,0.1,0.1,0.1,0.29010101010101,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.250000433138297,1.88346405228758,0.105079365079365,0.1,0.1,0.1,0.1,0.1,0.1,0.099999999999999,0.1,10.7,0.6,0.1,0.1,0.1,0.230492898913951,0.1,2.8,0.1,0.1,0.1,0.1,0.151666666666667,0.1,0.268819097843488
