,asc_slope,dsc_slope
0,4.800000000000001,-6.0
1,4.800000000000001,-7.5
2,4.0,-8.933333333333335
3,2.3,-7.700000000000001
4,2.2,-9.280000000000001
5,4.133333333333333,-9.066666666666668
6,3.942857142857143,-7.0
7,4.325,-6.75
8,4.488888888888889,-7.222222222222222
9,3.84,-1.2666666666665982
10,2.6727272727272724,-2.119047619047599
11,2.6666666666666665,-1.8060317460317326
12,3.0307692307692307,-2.0370238095238022
13,2.585714285714286,-1.9136190476190418
14,2.466666666666667,-1.664126984126978
15,2.6500000000000004,-1.4712925170067983
16,2.6,-1.308214285714281
17,2.4555555555555557,-1.1825396825396788
18,2.7473684210526317,-1.0865714285714247
19,3.16,-0.9996103896103862
20,1.7800000000000002,-0.9008333333333307
21,1.92,-0.7648717948717922
22,2.1244444444444333,-0.651870748299317
23,2.343333333333325,-0.5255555555555532
24,1.97066666666666,-0.49395833333333117
25,1.9838888888888835,-0.4143137254901941
26,1.7604761904761854,-0.38462962962962766
27,19.4,-0.36228070175438415
28,0.45396825396825013,-0.30249999999999994
29,0.40753968253968,-0.2969387755102023
30,0.9550264550264532,-0.27616883116882723
31,0.9940476190476176,-0.2606832298136608
32,1.017460317460318,-0.22815476190475828
33,0.8490740740740733,-0.26436190476190313
34,3.236363636363601,-0.25474358974358846
35,1.93299663299665,-0.23123456790123328
36,1.3464421997755334,-0.21900793650793565
37,4.1,-0.2403065134099603
38,3.6500000000000004,-0.23629629629629492
39,2.8666666666666667,-0.22192896709025609
40,2.25,-0.24686868686868557
41,7.299999999999997,-0.26517906336088054
42,3.5999999999999996,-0.1999999999999993
43,2.733333333333332,-0.5
44,2.3133333333333406,-0.8666666666666671
45,2.2716666666666705,-2.6000000000000005
46,2.0411111111111,-0.29999999999999893
47,1.7975,-5.05
48,1.9800000000000004,-4.0
49,1.3566666666666656,-10.100000000000001
50,1.0766666666666669,-7.233333333333334
51,0.9158333333333326,-6.305000000000001
52,4.94999999999996,-5.564000000000001
53,4.574999999999981,-4.443333333333334
54,3.9833333333333196,-3.9276190476190433
55,1.46666666666667,-3.3216666666666628
56,2.033333333333335,-2.9614814814814783
57,2.4222222222222234,-2.7093333333333303
58,1.9000000000000001,-2.5351515151515183
59,2.3228571428571403,-2.2777777777777755
60,1.85142857142857,-2.133333333333331
61,1.4676190476190467,-2.0066666666666646
62,1.4529365079365077,-1.9075555555555535
63,9.8,-1.815416666666669
64,6.9333333333333,-1.7298039215686296
65,6.1222222222222,-1.6866666666666668
66,4.8,-1.618947368421053
67,3.4799999999999995,-1.552
68,2.1666666666666665,-1.4711111111111097
69,2.0857142857142854,-1.433333333333332
70,2.0375,-1.3608695652173914
71,2.1962962962962886,-1.3108333333333333
72,1.78666666666666,-1.268
73,2.442424242424236,-1.2253846153846155
74,2.4361111111111087,-1.1714814814814816
75,2.1641025641025617,-1.1207142857142858
76,2.2238095238095217,-1.0986206896551725
77,2.08222222222222,-1.0753333333333335
78,3.3999999999999986,-1.0235483870967743
79,2.0999999999999996,-1.0075
80,1.5199999999999996,-0.9959932659932668
81,4.873333333333334,-0.9659640522875825
82,7.6049999999999995,-0.9443333333333345
83,9.720000000000002,-0.9410185185185195
84,10.100000000000001,-0.9139639639639651
85,0.7000000000000011,-0.8807226399331658
86,0.5300000000000002,-0.8499898249898257
87,1.3533333333333335,-0.8265178571428576
88,1.19,-0.8130662020905928
89,1.116,-0.7899659863945572
90,2.271666666666667,-0.7872093023255814
91,1.9328571428571428,-0.777759740259741
92,1.31625,-0.7565873015873024
93,1.0588888888888888,-0.7322204968944088
94,0.901,-0.7227203647416404
95,0.10090909090909102,-0.7097470238095229
96,0.2175000000000001,-0.6919582118561715
97,0.5546153846153847,-0.683904761904762
98,0.7292857142857142,-0.6820494864612507
99,0.7206666666666667,-0.670032051282051
100,0.719375,-0.6498427672955982
101,0.6299999999999999,-0.6429232804232803
102,0.3338888888888889,-0.6364285714285712
103,0.14263157894736847,-0.6250637755102039
104,0.10049999999999999,-0.6156015037593986
105,0.06714285714285714,-0.6134168035030106
106,0.0459090909090909,-0.6035647027172454
107,0.06565217391304347,-0.5922552910052912
108,0.15041666666666673,-0.584185532136352
109,0.16840000000000002,-0.5741487455197134
110,0.17730769230769236,-0.5673280423280425
111,0.16703703703703704,-0.553933080808081
112,0.14678571428571432,-0.5467785547785549
113,0.08310344827586208,-0.5296556473829201
114,0.06699999999999999,-0.5237313432835822
115,0.11645161290322585,-0.5188636363636363
116,0.17843750000000003,-0.5174630361586883
117,0.18212121212121213,-0.5072777777777777
118,0.17970588235294122,-0.5012597809076682
119,0.22885714285714284,-0.48715828924162285
120,0.16138888888888892,-0.48029808851726674
121,0.12459459459459463,-0.47897273897273923
122,0.13973684210526316,-0.46548417508417517
123,0.16692307692307692,-0.4669617224880383
124,0.15275000000000002,-0.4520661157024794
125,0.19292682926829274,-0.4371794871794872
126,0.20261904761904762,-0.43670886075949367
127,0.20720930232558143,-0.43375
128,0.19795454545454544,-0.41111111111111115
129,0.18911111111111112,-0.4195121951219513
130,0.16326086956521738,-0.4144578313253013
131,0.15553191489361703,-0.4214285714285715
132,0.14812500000000003,-0.41529411764705887
133,0.1410204081632653,-0.41046511627906984
134,0.1262,-0.403448275862069
135,0.12372549019607844,-0.4011363636363637
136,0.10980769230769233,-0.38539325842696637
137,0.09641509433962267,-0.3788888888888889
138,0.08722222222222224,-0.38461538461538464
139,0.08199999999999999,-0.3875297287253808
140,0.08053571428571428,-0.37825567502986857
141,0.1036842105263158,-0.37559945964201275
142,0.40189655172413796,-0.3703007518796992
143,0.40525423728813564,-2.0
144,0.4018333333333333,-2.3
145,0.39524590163934425,-2.1333333333333333
146,0.3695161290322581,-1.975
147,0.0842857142857143,-1.6600000000000001
148,0.07359375000000001,-1.6833333333333333
149,0.06630769230769232,-1.5571428571428572
150,0.05621212121212123,-1.4875
151,0.04305970149253731,-1.3222222222222222
152,0.03617647058823531,-1.23
153,0.036894409937888416,-0.6999999999999957
154,0.03922448979591857,-10.099999999999998
155,0.042897384305835215,-2.6666666666666696
156,0.046815476190476386,-2.160000000000005
157,0.04377690802348357,-1.90666666666667
158,0.026148648648648656,-1.6966666666666674
159,0.015895238095238136,-1.6406666666666658
160,0.0072274436090226275,-1.514444444444445
161,0.0024335188620902624,-1.3438095238095242
162,0.011056166056166038,-1.2119047619047598
163,0.013447860156720889,-0.8553571428571449
164,0.018190476190476246,-0.6618620268620267
165,0.02784244562022346,-0.49803342490842495
166,0.04010452961672439,-0.34578604728604795
167,0.043235800344233744,-0.24093281718281664
168,0.04510204081632619,-0.16216860520432
169,0.0439831932773106,-0.13319961288711246
170,0.037860834256182564,-0.14270968020968
171,0.03151432220397702,-0.176544772794773
172,0.036080447330447726,-0.1972376722376718
173,0.06424647761726404,-0.2094470328845328
174,0.07553262786596111,-4.33333333333333
175,0.07949502878074287,-2.83333333333333
176,0.08049430641821959,-2.0
177,0.07090715139102259,-1.579166666666665
178,0.04918017561634576,-1.3599999999999999
179,0.041504594820384225,-1.2111111111111101
180,0.04029100529100521,-2.1666666666666003
181,0.0399738177057763,-4.049999999999999
182,0.04633624878522858,-4.3222222222222095
183,0.045002405002405044,-0.6000000000000014
184,0.053352380952381005,-1.1000000000000005
185,0.05826968411126833,-1.6444444444444437
186,0.0550840336134451,-0.1964285714285694
187,0.05565880721220487,-1.714880952380955
188,0.05599358974358943,-1.316587301587303
189,0.04871201814058953,-1.873333333333341
190,0.04124438454627171,-1.4652380952381003
191,0.03688696039163365,-1.1601587301587302
192,0.026051587301587038,-0.8445634920634928
193,0.01895369156837064,-0.8445396825396841
194,0.014106060606060905,-0.7137830687830702
195,0.012863577863577476,-0.6084745413316844
196,0.010963010204081605,-0.5219985569985576
197,0.012045933417615052,-0.49856661856661894
198,0.009872598162071845,-0.4702972582972591
199,0.0044589371980676504,-0.5265328610783155
200,0.008156130268199146,-0.5621164021164026
201,0.007811694478361108,-0.4733638583638585
202,0.006776970675275682,-0.41732993197278934
203,0.008400693610777561,-0.39274603174603206
204,0.019293650793650842,-0.34806051587301634
205,0.02635182998819339,-0.30340336134453827
206,0.02777517564402788,-0.34657848324515
207,0.034285714285714634,-0.29208020050125316
208,0.03521889400921693,-0.21536507936507956
209,0.030990476190476002,-0.14479213907785385
210,0.020903250188964287,-0.13669552669552684
211,0.021363579552555908,-0.10877156659765397
212,0.030069444444444537,-0.14949404761904794
213,0.02880275624461628,-0.19899140989729244
214,0.024991452991453087,-0.2575496393760154
215,0.03167090754877023,-0.27263798847079485
216,0.036818181818181826,-1.5959595959595996
217,0.03075187969924812,-1.4660353535353547
218,0.028958777540867165,-1.24680134680135
219,0.03022574955908297,-13.300000000000004
220,0.026327030812325007,-10.450000000000001
221,0.024796663190824096,-8.8
222,0.03418219461697754,-0.1999999999999993
223,0.04,-0.5
224,0.03900000000000001,-6.933333333333333
225,0.04085106382978723,-19.400000000000006
226,0.038943661971830995,-15.400000000000002
227,0.030629370629370635,-15.4
228,0.03944444444444444,-11.750000000000002
229,0.048827586206896555,-8.400000000000002
230,0.0405022831050226,-3.766666666666668
231,0.039410430839002045,-1.085714285714287
232,0.03286036036036014,-0.8500000000000014
233,0.022438478747203356,-2.6666666666666674
234,0.011400000000000006,-0.8000000000000043
235,0.014415011037527813,-9.5
236,0.01596491228070197,-0.576190476190499
237,0.016383442265795422,-1.5547619047619152
238,0.008686868686868833,-1.9587301587301666
239,0.007942652329749096,-1.8607142857142924
240,0.007378917378917371,-1.768571428571434
241,0.003191790516631282,-1.521587301587305
242,0.005703234880450062,-1.3470748299319755
243,0.012515723270440253,-0.6333333333333302
244,0.013937500000000002,-0.6833333333333353
245,0.01559006211180124,-1.38888888888889
