,asc_slope,dsc_slope
246,0.010555555555555561,-2.1333333333332973
247,0.0976073619631902,-1.7666666666666497
248,0.19457317073170735,-2.2666666666666657
249,0.19945454545454547,-4.1499999999999995
250,0.20427710843373495,-1.2000000000000028
251,1.23333333333333,-4.200000000000003
252,1.2393939393939402,-6.2
253,1.042288267288267,-9.3
254,0.8817162004662,-11.120000000000001
255,0.6499999999999999,-10.0
256,0.9083333333333299,-7.028571428571429
257,0.81984126984127,-5.075
258,1.2782142857142875,-3.6000000000000005
259,1.492571428571426,-2.4800000000000004
260,1.4104761904761884,-2.4909090909090916
261,1.2970748299319756,-2.0833333333333335
262,2.73333333333334,-1.1230769230769237
263,2.36666666666667,-0.9000000000000006
264,1.6666666666666703,-0.4800000000000002
265,1.866666666666661,-0.4375
266,1.4333333333333198,-0.5647058823529417
267,2.1888888888888802,-1.177777777777778
268,2.25416666666666,-0.9157894736842108
269,2.016666666666668,-0.8800000000000001
270,1.6277777777777735,-0.980952380952381
271,1.4619047619047625,-0.890909090909091
272,1.9041666666666672,-0.6608695652173914
273,2.2203703703703708,-0.48333333333333367
274,6.0,-0.2560000000000002
275,4.199999999999999,-0.26153846153846144
276,3.2000000000000006,-0.15555555555555567
277,2.25,-0.050000000000000204
278,0.8666666666666671,-0.49655172413793125
279,2.1999999999999997,-0.7533333333333334
280,2.9750000000000005,-0.8516129032258066
281,3.5555555555555554,-0.6812500000000001
282,2.96,-0.9878787878787879
283,2.3818181818181823,-1.088235294117647
284,2.0833333333333335,-1.3657142857142859
285,2.0153846153846158,-1.4444444444444444
286,2.357142857142857,-2.5600000000000005
287,2.24,-2.9216666666666806
288,2.1750000000000003,-2.8055555555555665
289,2.388235294117647,-2.2091666666666754
290,2.3222222222222224,-1.8773333333333402
291,1.9157894736842105,-1.6377777777777833
292,1.8199999999999998,-1.4466666666666714
293,2.180952380952381,-1.2795833333333375
294,1.8454545454545455,-2.6000000000000014
295,1.7478260869565216,-6.350000000000001
296,1.6833333333333333,-4.033333333333334
297,1.8000000000000003,-2.6750000000000007
298,1.4461538461538461,-3.22
299,1.740740740740741,-2.9500000000000006
300,1.9571428571428573,-2.8000000000000003
301,1.3090909090909102,-3.1125000000000003
302,1.25757575757576,-1.3666666666666902
303,1.4166666666666667,-1.1166666666666796
304,1.2201923076923076,-1.3711111111111196
305,0.966102564102564,-1.4716666666666725
306,0.7628776778776784,
307,0.6492198277912572,
308,0.5657946220446225,
309,0.5364043364043367,
310,0.498789543789544,
311,3.9833333333333405,
312,3.4783333333333153,
313,2.658888888888877,
314,2.102500000000008,
315,1.18,
316,1.0799999999999996,
317,0.9133333333333331,
318,1.2300000000000002,
319,0.985,
320,0.8624183006535967,
321,0.8359803921568651,
322,0.699450980392158,
323,3.6999999999999993,
324,2.45,
325,2.016666666666666,
326,1.85,
327,1.408,
328,0.8099999999999999,
329,0.8042857142857142,
330,0.78125,
331,0.45999999999999985,
332,0.366,
333,0.3363636363636363,
334,0.2041666666666666,
335,0.13615384615384613,
336,0.20357142857142854,
337,0.2673333333333333,
338,0.271875,
339,0.25588235294117645,
340,0.22277777777777777,
341,0.32052631578947366,
342,0.7145,
343,0.7995238095238095,
344,1.0904545454545451,
345,1.2734782608695652,
